FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
tnfaip2,TNFAIP2,Proteins,0.9249,0.0015,0.009,0.0391,,0.0102,1e-04,0.0078,0.0023,0.0017,,,8e-04,,,,1e-04,0.0021,3e-04,0.0002,NA,2e-78,0,NA,1e-104,0.02,1e-70,6e-11,1e-18,NA,NA,6e-10,NA,NA,NA,0.3,0.07,0.0002
tnfaip8,TNFAIP8,Proteins,0.9862,6e-04,3e-04,0.0086,,7e-04,1e-04,0.0011,2e-04,0,,,5e-04,,,,0,0.0016,1e-04,0.05,NA,0.5,3e-65,NA,1e-07,0.09,3e-06,0.7,0.4,NA,NA,2e-06,NA,NA,NA,0.9,0.9,0.06
tnfaip8l2,TNFAIP8L2,Proteins,0.9581,0.0021,0.0017,0.0218,,0.0028,1e-04,0.0024,0.0023,0,,,0.0058,,,,0,0.0026,2e-04,1e-08,NA,3e-09,2e-187,NA,2e-28,0.08,1e-17,2e-14,0.5,NA,NA,2e-57,NA,NA,NA,1,0.009,0.001
tnfrsf10a,TNFRSF10A,Proteins,0.8335,0.0064,0.0636,0.0027,,0.0633,0.0011,7e-04,0.0099,0.0115,,,2e-04,,,,1e-04,0.0014,0.0056,3e-46,NA,0,8e-20,NA,0,4e-14,0.0005,2e-110,4e-128,NA,NA,0.001,NA,NA,NA,0.7,0.9,3e-64
tnfrsf10b,TNFRSF10B,Proteins,0.7307,0.0196,0.1236,0.0044,,0.0676,0.0026,8e-04,0.0031,0.0369,,,0,,,,0,0.0018,0.0088,5e-209,NA,0,7e-43,NA,0,1e-34,2e-06,4e-39,0,NA,NA,0.7,NA,NA,NA,0.8,0.1,2e-112
tnfrsf10c,TNFRSF10C,Proteins,0.9699,0.0068,0.0019,0.0021,,0.0124,3e-04,3e-04,0.0011,0.0034,,,2e-04,,,,1e-04,0.0011,3e-04,7e-33,NA,8e-13,3e-11,NA,2e-119,9e-05,0.2,0.0002,1e-34,NA,NA,0.004,NA,NA,NA,0.5,1,0.0003
tnfrsf11a,TNFRSF11A,Proteins,0.8423,0.0057,0.0452,0.0024,,0.0949,5e-04,0.001,0.0019,5e-04,,,1e-04,,,,1e-04,0.0014,0.004,1e-39,NA,0,2e-16,NA,0,3e-07,3e-07,3e-23,1e-07,NA,NA,0.01,NA,NA,NA,0.6,0.8,8e-46
tnfrsf11b,TNFRSF11B,Proteins,0.7918,0.005,0.1502,0.0019,,0.0032,0.0011,3e-04,0.0182,0.003,,,0.0203,,,,0,0.0018,0.0032,3e-24,NA,0,5e-13,NA,1e-39,4e-14,0.2,9e-212,2e-37,NA,NA,2e-235,NA,NA,NA,0.9,0.1,3e-39
tnfrsf12a,TNFRSF12A,Proteins,0.7994,0.0091,0.0965,0.002,,0.0456,4e-04,0.0011,0.0226,0.0049,,,0.0112,,,,2e-04,0.0017,0.0051,5e-75,NA,0,4e-14,NA,0,1e-06,2e-08,4e-213,5e-59,NA,NA,3e-131,NA,NA,NA,0.04,0.4,1e-61
tnfrsf13b,TNFRSF13B,Proteins,0.9186,0.0182,0.0173,0.0043,,0.0279,0.002,4e-04,0.0021,0.0048,,,5e-04,,,,0,0.0013,0.0025,2e-131,NA,3e-160,5e-31,NA,2e-279,2e-21,0.04,6e-08,3e-50,NA,NA,7e-07,NA,NA,NA,1,1,5e-27
tnfrsf13c,TNFRSF13C,Proteins,0.9348,0.0291,0.0069,0.0048,,0.0099,9e-04,5e-04,0.0072,0.001,,,0.0033,,,,1e-04,0.0014,1e-04,3e-261,NA,2e-33,1e-34,NA,1e-97,8e-11,0.04,3e-37,3e-11,NA,NA,7e-34,NA,NA,NA,0.3,1,0.1
tnfrsf14,TNFRSF14,Proteins,0.8863,0.0122,0.0269,0.0053,,0.0446,1e-04,0.0016,0.0051,0.0045,,,0.0087,,,,3e-04,0.0018,0.0027,9e-74,NA,1e-275,5e-42,NA,0,0.09,4e-12,7e-52,2e-48,NA,NA,7e-93,NA,NA,NA,0.02,0.4,2e-30
tnfrsf17,TNFRSF17,Proteins,0.9502,0.0231,0.0144,0.0026,,0.0024,0.0011,4e-04,0.0026,0,,,0,,,,1e-04,0.0012,0.0019,4e-186,NA,3e-139,3e-15,NA,4e-25,5e-12,0.09,1e-26,0.9,NA,NA,0.2,NA,NA,NA,0.6,1,1e-19
tnfrsf19,TNFRSF19,Proteins,0.8682,0.0108,0.0656,0.0032,,0.0107,3e-04,0.001,0.0333,0.001,,,8e-04,,,,1e-04,0.0014,0.0037,1e-47,NA,0,4e-23,NA,3e-116,0.0003,4e-07,0,4e-12,NA,NA,1e-10,NA,NA,NA,0.6,0.9,2e-41
tnfrsf1a,TNFRSF1A,Proteins,0.7837,0.0205,0.0561,0.004,,0.1142,0.0014,9e-04,0.0038,0.0073,,,5e-04,,,,1e-04,0.002,0.0056,2e-179,NA,0,1e-34,NA,0,6e-18,2e-06,3e-46,1e-88,NA,NA,1e-07,NA,NA,NA,0.7,0.08,4e-68
tnfrsf1b,TNFRSF1B,Proteins,0.8544,0.008,0.0453,0.0031,,0.0654,0.0015,7e-04,8e-04,0.0046,,,0.0082,,,,1e-04,0.0017,0.0062,3e-44,NA,0,2e-22,NA,0,5e-18,0.0001,2e-10,2e-51,NA,NA,2e-90,NA,NA,NA,0.7,0.5,3e-69
tnfrsf21,TNFRSF21,Proteins,0.9297,0.0148,0.0288,0.0022,,0.0064,0,5e-04,0.0123,1e-04,,,0.0019,,,,1e-04,0.001,0.0022,2e-122,NA,6e-271,1e-12,NA,4e-66,0.4,0.03,2e-108,0.03,NA,NA,2e-20,NA,NA,NA,0.7,1,3e-24
tnfrsf4,TNFRSF4,Proteins,0.8865,0.0258,0.0378,0.0061,,0.0288,0,4e-04,0.0014,0.002,,,0.0033,,,,0,0.0014,0.0064,2e-241,NA,0,6e-51,NA,3e-301,0.3,0.08,4e-14,2e-22,NA,NA,4e-37,NA,NA,NA,1,0.9,1e-69
tnfrsf6b,TNFRSF6B,Proteins,0.8646,0.0068,0.0304,0.0029,,0.0541,0.0022,0.0014,0.0094,0.0174,,,0.0048,,,,1e-04,0.0016,0.0041,3e-20,NA,6e-306,4e-20,NA,0,1e-25,3e-10,2e-87,7e-186,NA,NA,2e-52,NA,NA,NA,0.3,0.7,6e-46
tnfrsf8,TNFRSF8,Proteins,0.9591,0.0063,0.0178,0.0027,,7e-04,0,5e-04,0.0054,2e-04,,,0.0019,,,,0,9e-04,0.0043,7e-29,NA,1e-173,8e-17,NA,1e-08,0.2,0.02,3e-54,0.004,NA,NA,2e-20,NA,NA,NA,1,1,7e-44
tnfrsf9,TNFRSF9,Proteins,0.8598,0.0216,0.0678,0.0039,,0.026,0.0015,6e-04,0.0017,0.0034,,,0.0055,,,,1e-04,0.0017,0.0064,2e-184,NA,0,1e-29,NA,2e-276,8e-18,0.0009,0.5,8e-38,NA,NA,2e-60,NA,NA,NA,0.3,0.7,2e-70
tnfsf10,TNFSF10,Proteins,0.9488,0.004,0.0127,0.0012,,0.0102,2e-04,0.0013,0.011,5e-04,,,0.0091,,,,1e-04,0.0011,0,3e-24,NA,9e-19,8e-05,NA,1e-102,0.004,3e-08,0.5,2e-06,NA,NA,4e-91,NA,NA,NA,0.6,1,0.8
tnfsf11,TNFSF11,Proteins,0.9406,0.0052,0.0278,0.0018,,0.0121,0.0015,1e-04,0.0034,0.0029,,,0.0026,,,,2e-04,0.0016,3e-04,5e-23,NA,5e-260,5e-09,NA,2e-120,1e-16,0.9,3e-23,7e-30,NA,NA,3e-27,NA,NA,NA,0.1,0.9,0.0007
tnfsf12,TNFSF12,Proteins,0.9473,0.0182,0.0065,0.0027,,0.0043,0.0012,9e-04,0.0098,0.0076,,,3e-04,,,,1e-04,0.0011,1e-04,4e-172,NA,3e-22,1e-16,NA,4e-44,1e-13,3e-05,1e-55,2e-76,NA,NA,0.0001,NA,NA,NA,0.4,1,0.05
tnfsf13,TNFSF13,Proteins,0.8752,0.0095,0.0959,0.0028,,0.0019,0,0.0013,0.0013,0.0069,,,0,,,,2e-04,0.001,0.004,4e-63,NA,0,3e-19,NA,2e-21,0.8,9e-10,1e-15,3e-75,NA,NA,0.8,NA,NA,NA,0.08,1,4e-44
tnfsf13b,TNFSF13B,Proteins,0.878,0.0035,0.0097,0.0016,,0.0094,7e-04,0.0011,0.0773,0.0122,,,0.0021,,,,1e-04,0.0011,0.0033,1e-31,NA,4e-103,7e-09,NA,4e-101,7e-09,3e-07,0,3e-131,NA,NA,1e-23,NA,NA,NA,0.4,1,9e-37
tnfsf14,TNFSF14,Proteins,0.9216,0.0081,8e-04,0.0113,,0.0258,1e-04,0.0051,0.0011,0.0046,,,0.0187,,,,1e-04,0.0025,2e-04,3e-67,NA,8e-07,1e-96,NA,7e-257,0.09,5e-44,3e-09,2e-47,NA,NA,1e-186,NA,NA,NA,0.6,0.03,0.003
tnfsf8,TNFSF8,Proteins,0.9695,0.0028,0.0074,0.0019,,0.0066,0,3e-04,0.0046,0.003,,,0,,,,1e-04,0.0011,0.0027,2e-20,NA,2e-63,1e-09,NA,5e-65,0.6,0.3,2e-36,2e-30,NA,NA,0.4,NA,NA,NA,0.5,1,1e-27
tnip1,TNIP1,Proteins,0.9077,0.0016,7e-04,0.0611,,0.0068,1e-04,0.0156,0.0017,0.001,,,7e-04,,,,1e-04,0.0028,1e-04,1e-05,NA,0.02,0,NA,1e-71,0.07,1e-149,9e-14,2e-11,NA,NA,3e-09,NA,NA,NA,0.3,0.0004,0.1
tnn,TNN,Proteins,0.9596,0.002,0.0065,0.0025,,0.0102,1e-04,4e-04,0.0082,0.0082,,,5e-04,,,,1e-04,0.0013,5e-04,3e-06,NA,2e-56,2e-14,NA,2e-101,0.06,0.06,5e-73,4e-81,NA,NA,2e-06,NA,NA,NA,0.8,1,3e-06
tnni3,TNNI3,Proteins,0.977,0.0012,0.0027,6e-04,,0.0021,0,2e-04,0.0134,0,,,5e-04,,,,2e-04,0.0013,8e-04,2e-05,NA,1e-26,0.2,NA,2e-21,0.4,0.8,4e-126,0.7,NA,NA,6e-06,NA,NA,NA,0.1,1,5e-09
tnpo1,TNPO1,Proteins,0.9959,8e-04,3e-04,5e-04,,0,0,2e-04,0,4e-04,,,0,,,,2e-04,0.0016,0,0.001,NA,0.0002,0.4,NA,0.2,0.8,0.6,0.3,0.0001,NA,NA,0.5,NA,NA,NA,0.2,0.7,0.4
tnr,TNR,Proteins,0.8439,0.0109,7e-04,0.0048,,0,4e-04,2e-04,0.0455,0.0563,,,0.0355,,,,1e-04,0.0014,1e-04,2e-97,NA,0.8,8e-40,NA,0.1,6e-06,0.5,0,0,NA,NA,0,NA,NA,NA,0.7,0.9,0.01
tnxb,TNXB,Proteins,0.9412,0.0205,0.02,0.0042,,0.0011,5e-04,7e-04,0.01,1e-04,,,2e-04,,,,1e-04,0.0012,3e-04,2e-191,NA,2e-173,1e-29,NA,3e-12,7e-07,0.002,1e-76,0.02,NA,NA,0.001,NA,NA,NA,0.8,1,0.0007
tomm20,TOMM20,Proteins,0.9534,0.0028,0.0052,0.0109,,0.0176,0,0.003,0.0032,7e-04,,,6e-04,,,,2e-04,0.0022,2e-04,5e-11,NA,5e-37,9e-91,NA,4e-173,0.3,6e-24,5e-17,2e-08,NA,NA,4e-07,NA,NA,NA,0.05,0.2,0.001
top1,TOP1,Proteins,0.9481,0.0033,0.0065,0.0012,,4e-04,0,0.001,0.0354,0.0016,,,0,,,,2e-04,0.0021,2e-04,1e-13,NA,5e-45,5e-05,NA,2e-05,0.3,5e-06,5e-324,1e-17,NA,NA,0.2,NA,NA,NA,0.1,0.1,0.006
top1mt,TOP1MT,Proteins,0.9969,5e-04,1e-04,9e-04,,1e-04,0,2e-04,1e-04,0,,,0,,,,1e-04,0.001,0,0.01,NA,0.1,0.01,NA,0.02,0.4,0.6,0.03,0.6,NA,NA,0.8,NA,NA,NA,0.6,1,0.4
top2b,TOP2B,Proteins,0.9259,0.0029,0.0012,0.0284,,0.0276,0,0.0057,0.0047,7e-04,,,6e-04,,,,1e-04,0.0022,1e-04,1e-10,NA,3e-05,6e-255,NA,3e-268,0.3,9e-49,3e-39,4e-08,NA,NA,3e-07,NA,NA,NA,0.3,0.1,0.1
tor1aip1,TOR1AIP1,Proteins,0.9571,0.0051,5e-04,0.0186,,0.0117,0,0.0019,0.0012,0.0013,,,1e-04,,,,0,0.0023,1e-04,6e-20,NA,5e-05,4e-158,NA,2e-112,0.5,7e-13,1e-12,3e-14,NA,NA,0.03,NA,NA,NA,0.9,0.1,0.01
tp53,TP53,Proteins,0.9742,0.0014,4e-04,0.0106,,0.0081,0,0.0019,0.0016,0,,,1e-04,,,,0,0.0016,0,7e-05,NA,0.02,4e-83,NA,3e-77,0.2,2e-12,1e-13,0.6,NA,NA,0.03,NA,NA,NA,0.9,1,0.6
tp53bp1,TP53BP1,Proteins,0.9616,0.0118,1e-04,0.0055,,1e-04,6e-04,2e-04,6e-04,0.0158,,,0,,,,1e-04,0.0033,4e-04,1e-66,NA,0.1,3e-39,NA,0.1,3e-07,0.8,4e-07,5e-150,NA,NA,0.3,NA,NA,NA,0.5,1e-05,3e-05
tp53i3,TP53I3,Proteins,0.9325,0.0011,0.002,0.0301,,0.0189,1e-04,0.0033,0.007,9e-04,,,0.002,,,,2e-04,0.0017,1e-04,0.001,NA,3e-11,5e-264,NA,7e-181,0.01,9e-26,3e-59,4e-10,NA,NA,8e-21,NA,NA,NA,0.1,0.6,0.01
tp53inp1,TP53INP1,Proteins,0.9862,0.0022,0,0.001,,5e-04,1e-04,5e-04,0.0055,2e-04,,,0.0025,,,,1e-04,0.0012,0,1e-17,NA,1,0.002,NA,1e-05,0.1,0.04,4e-52,0.005,NA,NA,5e-25,NA,NA,NA,0.6,1,0.3
tp73,TP73,Proteins,0.9962,4e-04,0,0.0011,,2e-04,1e-04,3e-04,0,0,,,1e-04,,,,3e-04,0.0014,0,0.07,NA,0.7,0.0008,NA,0.01,0.08,0.5,1,0.4,NA,NA,0.02,NA,NA,NA,0.06,1,0.2
tpbgl,TPBGL,Proteins,0.9945,0.001,5e-04,4e-04,,9e-04,0,3e-04,2e-04,5e-04,,,0,,,,1e-04,0.0015,0,2e-07,NA,6e-05,0.5,NA,2e-09,0.5,0.3,0.02,2e-06,NA,NA,0.5,NA,NA,NA,0.6,0.9,0.5
tpd52l2,TPD52L2,Proteins,0.9601,0.0027,0.0012,0.0194,,0.0062,1e-04,0.002,0.0013,2e-04,,,0.005,,,,1e-04,0.0018,1e-04,4e-08,NA,0.2,1e-164,NA,2e-60,0.1,4e-14,0.01,0.003,NA,NA,1e-49,NA,NA,NA,0.5,0.5,0.1
tpk1,TPK1,Proteins,0.9604,0.0047,0.0091,0.0078,,8e-04,1e-04,0.0019,0.0041,0.0066,,,0.0016,,,,1e-04,0.002,6e-04,5e-20,NA,1e-56,4e-62,NA,7e-10,0.02,3e-13,9e-08,2e-66,NA,NA,1e-17,NA,NA,NA,0.4,0.3,1e-07
tpm3,TPM3,Proteins,0.9744,0.0019,0.0031,8e-04,,9e-04,1e-04,9e-04,0.0156,1e-04,,,5e-04,,,,3e-04,0.0011,3e-04,7e-08,NA,6e-29,0.03,NA,1e-09,0.1,6e-05,5e-144,0.08,NA,NA,2e-06,NA,NA,NA,0.02,1,0.0005
tpmt,TPMT,Proteins,0.9652,0.0043,0.002,0.0203,,0,0,0.0025,5e-04,2e-04,,,0.0032,,,,0,0.0018,1e-04,7e-36,NA,3e-17,3e-171,NA,0.9,0.7,9e-18,0.004,0.003,NA,NA,1e-31,NA,NA,NA,0.9,0.9,0.1
tpp1,TPP1,Proteins,0.9067,0.0027,0.0023,0.0032,,0.039,6e-04,0.0012,0.0194,0.0174,,,0.0041,,,,1e-04,0.0024,8e-04,4e-11,NA,2e-23,1e-21,NA,0,4e-07,4e-08,1e-194,2e-176,NA,NA,3e-43,NA,NA,NA,0.3,0.03,5e-10
tppp2,TPPP2,Proteins,0.9954,0.001,6e-04,5e-04,,0,0,2e-04,9e-04,1e-04,,,0,,,,1e-04,0.0012,0,0.006,NA,6e-06,0.4,NA,0.7,0.4,0.5,3e-09,0.09,NA,NA,0.8,NA,NA,NA,0.4,1,0.6
tppp3,TPPP3,Proteins,0.9832,0.0024,0.0023,0.0013,,0.0075,1e-04,4e-04,0.0014,0,,,3e-04,,,,0,0.0011,1e-04,4e-20,NA,9e-21,8e-05,NA,3e-71,0.02,0.2,2e-12,0.5,NA,NA,0.0008,NA,NA,NA,1,1,0.04
tpr,TPR,Proteins,0.9251,0.0028,0.0063,0.0203,,0.0282,3e-04,0.0054,0.0065,0.001,,,0.0011,,,,0,0.0017,0.0012,9e-14,NA,2e-54,7e-179,NA,6e-274,0.0001,5e-46,2e-56,2e-11,NA,NA,9e-13,NA,NA,NA,1,0.7,2e-13
tprkb,TPRKB,Proteins,0.997,4e-04,0,4e-04,,0,1e-04,2e-04,0,7e-04,,,0,,,,0,0.0011,1e-04,0.04,NA,0.5,0.7,NA,0.7,0.1,0.6,0.2,4e-08,NA,NA,0.4,NA,NA,NA,0.9,1,0.1
tpsab1,TPSAB1,Proteins,0.9678,0.0069,0.0124,9e-04,,0.0053,1e-04,3e-04,0.0017,0.0029,,,3e-04,,,,0,9e-04,3e-04,2e-42,NA,2e-117,0.008,NA,5e-53,0.01,0.3,2e-14,6e-30,NA,NA,0.0004,NA,NA,NA,0.9,1,9e-05
tpsd1,TPSD1,Proteins,0.985,0.004,0.0041,6e-04,,0.0022,0,2e-04,1e-04,0.0015,,,0,,,,2e-04,0.0014,7e-04,8e-19,NA,1e-40,0.2,NA,6e-23,0.8,0.5,0.02,4e-16,NA,NA,0.3,NA,NA,NA,0.1,1,7e-08
tpsg1,TPSG1,Proteins,0.9963,8e-04,1e-04,8e-04,,1e-04,0,2e-04,2e-04,3e-04,,,0,,,,0,0.001,0,0.01,NA,0.04,0.03,NA,0.03,0.7,0.5,0.001,0.0001,NA,NA,0.9,NA,NA,NA,1,1,0.4
tpt1,TPT1,Proteins,0.9943,0.001,0.0012,0.0011,,0,0,5e-04,6e-04,0,,,2e-04,,,,1e-04,0.001,0,8e-06,NA,1e-12,0.0005,NA,0.5,0.4,0.06,1e-06,0.2,NA,NA,0.01,NA,NA,NA,0.4,1,0.5
traf2,TRAF2,Proteins,0.9089,0.0024,0.0011,0.0656,,0.0025,0,0.0136,0.0024,5e-04,,,3e-04,,,,1e-04,0.0024,0,2e-18,NA,0.02,0,NA,5e-27,0.2,6e-129,4e-16,6e-07,NA,NA,0.0002,NA,NA,NA,0.6,0.02,0.7
traf3,TRAF3,Proteins,0.9547,0.0026,1e-04,0.0195,,0.0044,0,0.0035,0.0111,0.0015,,,7e-04,,,,0,0.0018,1e-04,4e-06,NA,0.4,2e-165,NA,1e-43,0.4,7e-27,5e-106,1e-15,NA,NA,6e-08,NA,NA,NA,0.9,0.6,0.1
traf3ip2,TRAF3IP2,Proteins,0.9952,7e-04,4e-04,7e-04,,4e-04,0,3e-04,4e-04,0,,,1e-04,,,,1e-04,0.0016,0,0.002,NA,9e-05,0.1,NA,3e-05,0.4,0.2,0.0002,0.2,NA,NA,0.1,NA,NA,NA,0.4,0.9,0.4
trdmt1,TRDMT1,Proteins,0.9699,0.0017,0.001,0.0193,,0.0012,2e-04,0.0017,6e-04,1e-04,,,0.0024,,,,1e-04,0.0019,0,2e-07,NA,3e-05,7e-164,NA,4e-13,0.01,3e-11,0.3,0.01,NA,NA,2e-24,NA,NA,NA,0.5,0.4,0.9
treh,TREH,Proteins,0.9425,0.0112,0.0032,7e-04,,0.0349,1e-04,4e-04,0.0042,0.0012,,,0,,,,1e-04,0.0014,0,3e-74,NA,6e-29,0.05,NA,0,0.01,0.05,5e-38,3e-13,NA,NA,0.2,NA,NA,NA,0.6,1,0.9
trem2,TREM2,Proteins,0.8094,0.0182,0.0999,0.0049,,0.0225,0.0017,9e-04,0.0138,0.022,,,0.0019,,,,0,0.0013,0.0034,6e-176,NA,0,9e-43,NA,1e-255,2e-21,3e-06,1e-154,4e-250,NA,NA,2e-23,NA,NA,NA,0.9,0.9,4e-41
treml1,TREML1,Proteins,0.9724,0.0024,4e-04,0.0086,,0.001,1e-04,0.0016,0.001,2e-04,,,0.0104,,,,1e-04,0.0016,1e-04,1e-09,NA,0.7,3e-68,NA,4e-11,0.02,8e-11,5e-08,0.001,NA,NA,1e-101,NA,NA,NA,0.5,0.7,0.08
treml2,TREML2,Proteins,0.923,0.0217,0.0018,0.0057,,0.0223,6e-04,0.0011,0.0121,0.0033,,,0.0067,,,,0,0.0016,0,7e-190,NA,2e-19,7e-44,NA,2e-223,6e-08,6e-07,4e-122,2e-35,NA,NA,7e-69,NA,NA,NA,0.8,0.8,0.7
triap1,TRIAP1,Proteins,0.9424,0.0022,0.0041,0.0218,,0.0156,1e-04,0.0024,0.0012,0.0019,,,0.0054,,,,0,0.0025,3e-04,2e-09,NA,1e-32,8e-196,NA,1e-155,0.04,8e-19,0.0008,8e-21,NA,NA,4e-55,NA,NA,NA,0.9,0.05,7e-05
trim21,TRIM21,Proteins,0.9187,0.0023,0.0022,0.0411,,0.0072,0,0.0074,0.0174,0,,,9e-04,,,,2e-04,0.0017,8e-04,6e-12,NA,4e-06,0,NA,1e-74,1,4e-66,2e-158,0.3,NA,NA,5e-11,NA,NA,NA,0.08,0.6,2e-09
trim24,TRIM24,Proteins,0.9498,0.0015,6e-04,0.0235,,0.016,1e-04,0.0045,0.0022,1e-04,,,0,,,,1e-04,0.0018,0,0.0002,NA,0.2,2e-205,NA,8e-155,0.1,1e-36,6e-17,0.07,NA,NA,0.3,NA,NA,NA,0.7,0.4,0.2
trim25,TRIM25,Proteins,0.9218,0.0014,0.0011,0.0549,,0.0024,1e-04,0.0135,0.0013,3e-04,,,0.001,,,,1e-04,0.0021,0,2e-05,NA,0.0003,0,NA,3e-26,0.09,1e-126,5e-06,0.0006,NA,NA,5e-12,NA,NA,NA,0.5,0.07,0.2
trim26,TRIM26,Proteins,0.9892,9e-04,1e-04,0.0051,,0.0011,0,0.0021,1e-04,0,,,0,,,,0,0.0013,1e-04,0.0003,NA,0.09,4e-34,NA,1e-11,0.8,6e-14,0.2,0.2,NA,NA,0.8,NA,NA,NA,0.9,1,0.09
trim40,TRIM40,Proteins,0.9733,0.0019,0.0018,0.0155,,0.001,2e-04,0.0015,0.0025,1e-04,,,5e-04,,,,1e-04,0.0015,1e-04,3e-08,NA,2e-12,3e-127,NA,4e-11,0.002,2e-09,1e-19,0.05,NA,NA,4e-06,NA,NA,NA,0.6,0.9,0.04
trim5,TRIM5,Proteins,0.9362,9e-04,7e-04,0.0462,,0.003,2e-04,0.0078,0.0017,1e-04,,,7e-04,,,,0,0.0025,1e-04,0.003,NA,0.003,0,NA,9e-32,0.008,8e-69,2e-13,0.03,NA,NA,5e-08,NA,NA,NA,0.9,0.02,0.09
trim58,TRIM58,Proteins,0.9417,0.0054,0.0014,0.0285,,0.009,2e-04,0.0069,0.0038,2e-04,,,4e-04,,,,2e-04,0.0024,0,8e-28,NA,3e-10,7e-259,NA,2e-90,0.002,3e-60,1e-33,0.002,NA,NA,3e-05,NA,NA,NA,0.2,0.02,0.2
trpv3,TRPV3,Proteins,0.9963,9e-04,3e-04,6e-04,,0,0,3e-04,2e-04,1e-04,,,0,,,,1e-04,0.0011,0,0.0001,NA,0.0003,0.1,NA,0.4,0.6,0.5,0.01,0.02,NA,NA,0.4,NA,NA,NA,0.4,1,0.4
tsc1,TSC1,Proteins,0.9833,0.0013,7e-04,0.0086,,0,3e-04,0.0027,1e-04,0.0016,,,0,,,,2e-04,0.0012,0,0.0008,NA,2e-07,4e-65,NA,0.3,0.0009,4e-19,0.06,1e-16,NA,NA,1,NA,NA,NA,0.1,1,0.6
tsc22d1,TSC22D1,Proteins,0.9561,0.0021,5e-04,0.0232,,0.0033,3e-04,0.0031,0.0073,1e-04,,,0.0017,,,,0,0.0023,0,4e-13,NA,0.3,9e-206,NA,6e-34,0.0001,5e-24,3e-68,0.02,NA,NA,2e-18,NA,NA,NA,1,0.05,1
tshb,TSHB,Proteins,0.9735,0.0041,3e-04,0.0013,,0.0033,1e-04,0.0023,0.0043,0.0054,,,0.0039,,,,0,0.0012,1e-04,4e-29,NA,0.1,1e-05,NA,3e-33,0.01,2e-16,3e-40,3e-53,NA,NA,1e-38,NA,NA,NA,0.9,1,0.09
tslp,TSLP,Proteins,0.9949,0.0011,3e-04,6e-04,,2e-04,1e-04,2e-04,9e-04,2e-04,,,0,,,,2e-04,0.0014,1e-04,7e-05,NA,0.001,0.2,NA,0.003,0.08,0.7,1e-09,0.003,NA,NA,0.8,NA,NA,NA,0.2,1,0.05
tsnax,TSNAX,Proteins,0.9483,0.0032,0.001,0.0331,,0.001,0,0.0044,0.0066,1e-04,,,5e-04,,,,1e-04,0.0016,0,9e-21,NA,0.1,2e-290,NA,1e-11,0.2,9e-36,2e-56,0.08,NA,NA,4e-06,NA,NA,NA,0.6,0.9,1
tspan1,TSPAN1,Proteins,0.8114,0.0023,0.0733,0.0017,,0.0032,0,6e-04,0.1045,2e-04,,,1e-04,,,,2e-04,0.0012,0.0013,2e-08,NA,0,5e-10,NA,5e-38,0.2,0.0006,0,0.0004,NA,NA,0.006,NA,NA,NA,0.2,1,6e-16
tspan15,TSPAN15,Proteins,0.9957,5e-04,1e-04,9e-04,,0,0,2e-04,0.0013,0,,,0,,,,1e-04,0.0012,1e-04,0.03,NA,0.03,0.01,NA,0.2,0.4,0.8,4e-13,0.3,NA,NA,0.3,NA,NA,NA,0.7,1,0.1
tspan7,TSPAN7,Proteins,0.9887,0.0036,7e-04,0.0012,,2e-04,4e-04,2e-04,0.0013,0.0026,,,0,,,,0,0.0011,0,2e-22,NA,5e-08,0.0003,NA,0.002,0.0001,0.6,3e-13,6e-26,NA,NA,0.8,NA,NA,NA,0.9,1,0.5
tspan8,TSPAN8,Proteins,0.9302,0.0034,0.0134,7e-04,,0.0014,2e-04,7e-04,0.0427,0.0056,,,1e-04,,,,2e-04,0.0014,2e-04,8e-13,NA,9e-129,0.05,NA,3e-15,0.007,0.002,0,3e-58,NA,NA,0.08,NA,NA,NA,0.2,0.8,0.002
tspyl1,TSPYL1,Proteins,0.9638,0.0016,6e-04,0.0232,,0.0026,0,0.0025,6e-04,2e-04,,,0.0029,,,,0,0.002,0,1e-05,NA,0.2,2e-197,NA,5e-26,0.3,4e-18,0.9,0.009,NA,NA,5e-29,NA,NA,NA,1,0.3,0.4
tst,TST,Proteins,0.9726,0.0036,0.0011,0.0149,,2e-04,4e-04,0.001,0.0013,1e-04,,,0.0027,,,,0,0.0021,0,2e-19,NA,0.03,2e-121,NA,0.002,4e-05,3e-05,0.001,0.1,NA,NA,3e-27,NA,NA,NA,0.9,0.4,0.2
ttf2,TTF2,Proteins,0.9735,0.0025,9e-04,0.0171,,0.0012,2e-04,0.0022,4e-04,2e-04,,,1e-04,,,,1e-04,0.0016,0,8e-10,NA,4e-06,1e-141,NA,4e-13,0.004,1e-15,0.8,0.01,NA,NA,0.02,NA,NA,NA,0.5,0.8,0.6
